id,standard_name,alias,description,data_type,unit,authority_level,refresh_time,default_datasource_id,belongs_to_concept
FIELD_LIMIT_PRE_CLOSE,昨日收盘,[],昨日收盘价（除权价）,float,元,A,intraday,DS_TUSHARE_STK_LIMIT,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_UP_PRICE,涨停价,[],当日涨停价格,float,元,A,intraday,DS_TUSHARE_STK_LIMIT,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_DOWN_PRICE,跌停价,[],当日跌停价格,float,元,A,intraday,DS_TUSHARE_STK_LIMIT,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_STATUS,涨跌停状态,[],0平/1涨(非停)/2涨停(非一字)/3一字涨停/4跌(非停)/5跌停(非一字)/6一字跌停,int,—,A,daily_17:00,DS_TUSHARE_DAILY_BASIC,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_CONTINUOUS,连板数,[],连续涨停天数,int,天,B,intraday,DS_LEVISTOCK_ZT_POOL,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_FIRST_TIME,首次封板时间,[],首次涨停封板时间,string,—,B,intraday,DS_LEVISTOCK_ZT_POOL,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_LAST_TIME,最后封板时间,[],最后涨停封板时间,string,—,B,intraday,DS_LEVISTOCK_ZT_POOL,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_OPEN_TIMES,开板次数,[],涨停开板次数,int,次,B,intraday,DS_LEVISTOCK_ZT_POOL,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_SECTOR,所属行业,[],涨停股票所属行业板块,string,—,B,intraday,DS_LEVISTOCK_ZT_POOL,CONCEPT_LIMIT_UP_DOWN
FIELD_PLEDGE_HOLDER,股东名称,[],质押股东名称,string,—,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_AMOUNT,质押数量,[],质押股票数量（万股）,float,万股,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_RATIO,质押比例,[],质押占总股本比例,float,%,A,event_driven,DS_TUSHARE_PLEDGE_STAT,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_PLEDGOR,质押方,[],质押接受方机构,string,—,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_START,质押开始日期,[],质押开始日期,date,—,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_END,质押结束日期,[],质押结束日期,date,—,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_PLEDGE_IS_RELEASE,是否已解押,[],是否已解押（Y/N）,string,—,A,event_driven,DS_TUSHARE_PLEDGE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_TRADE_ANN_DATE,公告日期,[],增减持公告日期,date,—,A,event_driven,DS_TUSHARE_HOLDER_TRADE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_TRADE_TYPE,增减持类型,[],IN增持/DE减持,string,—,A,event_driven,DS_TUSHARE_HOLDER_TRADE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_TRADE_VOL,变动数量,[],变动数量（股）,float,股,A,event_driven,DS_TUSHARE_HOLDER_TRADE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_TRADE_AFTER_SHARE,变动后持股,[],变动后持股数量（股）,float,股,A,event_driven,DS_TUSHARE_HOLDER_TRADE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_TRADE_AVG_PRICE,平均价格,[],交易平均价格（元）,float,元,A,event_driven,DS_TUSHARE_HOLDER_TRADE,CONCEPT_PLEDGE_HOLDER_TRADE
FIELD_MACRO_QUARTER,季度,[],数据对应的季度,string,—,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_GDP,GDP累计值,[],国内生产总值累计值,float,亿元,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_GDP_YOY,GDP当季同比,[],GDP当季同比增速,float,%,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_GDP_PI,第一产业累计值,[],第一产业GDP累计值,float,亿元,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_GDP_SI,第二产业累计值,[],第二产业GDP累计值,float,亿元,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_GDP_TI,第三产业累计值,[],第三产业GDP累计值,float,亿元,A,quarterly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_CPI_VAL,CPI当月值,[],全国CPI当月值,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_CPI_YOY,CPI同比,[],CPI当月同比增速,float,%,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_CPI_MOM,CPI环比,[],CPI当月环比增速,float,%,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PPI_YOY,PPI同比,[],PPI当月同比增速,float,%,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PPI_MOM,PPI环比,[],PPI当月环比增速,float,%,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI,制造业PMI,[],制造业PMI指数,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_NON_PMI,非制造业PMI,[],非制造业商务活动指数,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_COMPOSITE_PMI,综合PMI,[],综合PMI产出指数,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI_PRODUCTION,PMI生产指数,[],PMI生产指数,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI_NEW_ORDERS,PMI新订单指数,[],PMI新订单指数,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI_LARGE,大型企业PMI,[],大型企业PMI,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI_MEDIUM,中型企业PMI,[],中型企业PMI,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_PMI_SMALL,小型企业PMI,[],小型企业PMI,float,—,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_M0,M0,[],流通中现金（亿元）,float,亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_M1,M1,[],狭义货币供应量（亿元）,float,亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_M2,M2,[],广义货币供应量（亿元）,float,亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_M2_YOY,M2同比,[],M2同比增速,float,%,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_SF_MONTH,社融增量,[],当月社融增量（亿元）,float,亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_SF_CUM,社融累计值,[],社融累计值（亿元）,float,亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_SF_STOCK,社融存量,[],社融存量（万亿元）,float,万亿元,A,monthly,DS_TUSHARE_CN_MACRO,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_10Y,美债10年期收益率,[],美国10年期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_2Y,美债2年期收益率,[],美国2年期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_1M,美债1月期收益率,[],美国1月期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_3M,美债3月期收益率,[],美国3月期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_6M,美债6月期收益率,[],美国6月期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_5Y,美债5年期收益率,[],美国5年期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_US_30Y,美债30年期收益率,[],美国30年期国债收益率,float,%,A,daily_17:00,DS_TUSHARE_US_TYCR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_LIBOR_ON,Libor隔夜,[],Libor隔夜利率,float,%,A,daily_17:00,DS_TUSHARE_LIBOR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_LIBOR_3M,Libor3月,[],Libor3个月利率,float,%,A,daily_17:00,DS_TUSHARE_LIBOR,CONCEPT_MACRO_ECONOMY
FIELD_MACRO_LIBOR_6M,Libor6月,[],Libor6个月利率,float,%,A,daily_17:00,DS_TUSHARE_LIBOR,CONCEPT_MACRO_ECONOMY
FIELD_RATE_DATE,日期,[],利率日期,date,—,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_ON,Shibor隔夜,[],Shibor隔夜利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_1W,Shibor1周,[],Shibor1周利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_2W,Shibor2周,[],Shibor2周利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_1M,Shibor1月,[],Shibor1个月利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_3M,Shibor3月,[],Shibor3个月利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_6M,Shibor6月,[],Shibor6个月利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_9M,Shibor9月,[],Shibor9个月利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_SHIBOR_1Y,Shibor1年,[],Shibor1年期利率,float,%,A,daily,DS_TUSHARE_SHIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_LPR_1Y,LPR1年期,[],1年期贷款基础利率,float,%,A,monthly_20,DS_TUSHARE_LPR,CONCEPT_INTEREST_RATE
FIELD_RATE_LPR_5Y,LPR5年期,[],5年期贷款基础利率,float,%,A,monthly_20,DS_TUSHARE_LPR,CONCEPT_INTEREST_RATE
FIELD_RATE_WZ_COMP,温州综合利率,[],温州民间借贷综合利率,float,%,A,weekly,DS_TUSHARE_WZ,CONCEPT_INTEREST_RATE
FIELD_RATE_WZ_1M,温州1月期利率,[],温州1月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_WZ,CONCEPT_INTEREST_RATE
FIELD_RATE_WZ_3M,温州3月期利率,[],温州3月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_WZ,CONCEPT_INTEREST_RATE
FIELD_RATE_WZ_6M,温州6月期利率,[],温州6月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_WZ,CONCEPT_INTEREST_RATE
FIELD_RATE_WZ_12M,温州12月期利率,[],温州12月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_WZ,CONCEPT_INTEREST_RATE
FIELD_RATE_GZ_1M,广州1月期利率,[],广州1月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_GZ,CONCEPT_INTEREST_RATE
FIELD_RATE_GZ_3M,广州3月期利率,[],广州3月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_GZ,CONCEPT_INTEREST_RATE
FIELD_RATE_GZ_6M,广州6月期利率,[],广州6月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_GZ,CONCEPT_INTEREST_RATE
FIELD_RATE_GZ_12M,广州12月期利率,[],广州12月期民间借贷利率,float,%,A,weekly,DS_TUSHARE_GZ,CONCEPT_INTEREST_RATE
FIELD_RATE_HIBOR_ON,Hibor隔夜,[],Hibor隔夜利率,float,%,A,daily,DS_TUSHARE_HIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_HIBOR_1W,Hibor1周,[],Hibor1周利率,float,%,A,daily,DS_TUSHARE_HIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_HIBOR_1M,Hibor1月,[],Hibor1个月利率,float,%,A,daily,DS_TUSHARE_HIBOR,CONCEPT_INTEREST_RATE
FIELD_RATE_HIBOR_3M,Hibor3月,[],Hibor3个月利率,float,%,A,daily,DS_TUSHARE_HIBOR,CONCEPT_INTEREST_RATE
FIELD_FOREX_PAIR,货币对,[],外汇货币对代码,string,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_DATE,交易日期,[],交易日期（GMT）,date,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_BID_OPEN,买入开盘价,[],买入价开盘,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_BID_CLOSE,买入收盘价,[],买入价收盘,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_BID_HIGH,买入最高价,[],买入价最高,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_BID_LOW,买入最低价,[],买入价最低,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_ASK_OPEN,卖出开盘价,[],卖出价开盘,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_ASK_CLOSE,卖出收盘价,[],卖出价收盘,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_ASK_HIGH,卖出最高价,[],卖出价最高,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_ASK_LOW,卖出最低价,[],卖出价最低,float,—,A,daily,DS_TUSHARE_FX_DAILY,CONCEPT_FOREX_MAJOR
FIELD_FOREX_EXCHANGE,交易商,[],外汇交易商名称,string,—,A,weekly,DS_TUSHARE_FX_OBASIC,CONCEPT_FOREX_MAJOR
FIELD_FOREX_PIP,点值,[],外汇点值,float,—,A,weekly,DS_TUSHARE_FX_OBASIC,CONCEPT_FOREX_MAJOR
FIELD_BOND_CURVE_DATE,日期,[],收益率日期,date,—,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_1Y,国债1年期收益率,[],中国1年期国债收益率,float,%,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_2Y,国债2年期收益率,[],中国2年期国债收益率,float,%,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_5Y,国债5年期收益率,[],中国5年期国债收益率,float,%,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_10Y,国债10年期收益率,[],中国10年期国债收益率,float,%,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_30Y,国债30年期收益率,[],中国30年期国债收益率,float,%,A,daily_17:00,DS_AKSHARE_BOND_YIELD,CONCEPT_BOND_YIELD_CURVE
FIELD_BOND_CURVE_SPREAD,中美利差(10年),[],中美10年期国债利差,float,%,A,daily_17:00,DS_LOCAL_CALC,CONCEPT_BOND_YIELD_CURVE
FIELD_FUT_TS_CODE,合约代码,[],期货合约TS代码,string,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_NAME,合约名称,[],期货合约中文名称,string,—,A,weekly,DS_TUSHARE_FUT_BASIC,CONCEPT_FUTURES
FIELD_FUT_DATE,交易日期,[],交易日,date,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_PRE_CLOSE,昨收盘价,[],昨日收盘价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_PRE_SETTLE,昨结算价,[],昨日结算价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_OPEN,开盘价,[],当日开盘价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_HIGH,最高价,[],当日最高价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_LOW,最低价,[],当日最低价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_CLOSE,收盘价,[],当日收盘价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_SETTLE,结算价,[],当日结算价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_CHG1,涨跌1,[],收盘价-昨结算价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_CHG2,涨跌2,[],结算价-昨结算价,float,—,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_VOL,成交量,[],成交量（手）,float,手,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_AMOUNT,成交额,[],成交金额（万元）,float,万元,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_OI,持仓量,[],持仓量（手）,float,手,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_OI_CHG,持仓变化,[],持仓量变化,float,手,A,daily_17:00,DS_TUSHARE_FUT_DAILY,CONCEPT_FUTURES
FIELD_FUT_DETAIL_BROKER,期货公司会员,[],期货公司会员简称,string,—,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_VOL,成交量,[],期货公司成交量,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_VOL_CHG,成交量变化,[],成交量变化,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_LONG,持买仓量,[],多头持仓量,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_LONG_CHG,持买仓量变化,[],多头持仓量变化,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_SHORT,持卖仓量,[],空头持仓量,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_DETAIL_SHORT_CHG,持卖仓量变化,[],空头持仓量变化,int,手,A,daily_17:00,DS_TUSHARE_FUT_HOLDING,CONCEPT_FUTURES_DETAIL
FIELD_FUT_WSR_WAREHOUSE,仓库名称,[],交割仓库名称,string,—,A,daily_17:00,DS_TUSHARE_FUT_WSR,CONCEPT_FUTURES_DETAIL
FIELD_FUT_WSR_PRE_VOL,昨日仓单量,[],昨日仓单数量,float,手/吨,A,daily_17:00,DS_TUSHARE_FUT_WSR,CONCEPT_FUTURES_DETAIL
FIELD_FUT_WSR_VOL,今日仓单量,[],今日仓单数量,float,手/吨,A,daily_17:00,DS_TUSHARE_FUT_WSR,CONCEPT_FUTURES_DETAIL
FIELD_FUT_WSR_VOL_CHG,增减量,[],仓单增减量,float,手/吨,A,daily_17:00,DS_TUSHARE_FUT_WSR,CONCEPT_FUTURES_DETAIL
FIELD_FUT_WSR_PD,升贴水,[],仓单升贴水,int,—,A,daily_17:00,DS_TUSHARE_FUT_WSR,CONCEPT_FUTURES_DETAIL
FIELD_FUT_SETTLE_FEE,交易手续费率,[],交易手续费率,float,%,A,daily_17:00,DS_TUSHARE_FUT_SETTLE,CONCEPT_FUTURES_DETAIL
FIELD_FUT_SETTLE_MARGIN,交易保证金率,[],投机交易保证金率,float,%,A,daily_17:00,DS_TUSHARE_FUT_SETTLE,CONCEPT_FUTURES_DETAIL
FIELD_CB_TS_CODE,转债代码,[],可转债TS代码,string,—,A,daily_17:00,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_NAME,转债名称,[],可转债简称,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_STK_CODE,正股代码,[],正股股票代码,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_STK_NAME,正股简称,[],正股股票简称,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_TYPE,转债类型,[],CB可转债/EB可交换债,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_DATE,交易日期,[],交易日,date,—,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_OPEN,开盘价,[],当日开盘价,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_HIGH,最高价,[],当日最高价,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_LOW,最低价,[],当日最低价,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CLOSE,收盘价,[],当日收盘价,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_PCT_CHG,涨跌幅,[],当日涨跌幅,float,%,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_VOL,成交量,[],成交量（手）,float,手,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_AMOUNT,成交额,[],成交金额（万元）,float,万元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_BOND_VALUE,纯债价值,[],纯债价值,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_BOND_OVER_RATE,纯债溢价率,[],纯债溢价率,float,%,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CB_VALUE,转股价值,[],转股价值,float,元,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CB_OVER_RATE,转股溢价率,[],转股溢价率,float,%,A,daily_17:00,DS_TUSHARE_CB_DAILY,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_ISSUE_SIZE,发行总额,[],发行总额（元）,float,亿元,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_REMAIN_SIZE,债券余额,[],债券余额（元）,float,亿元,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_COUPON_RATE,票面利率,[],票面利率,float,%,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_FIRST_CONV_PRICE,初始转股价,[],初始转股价格,float,元,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CONV_PRICE,最新转股价,[],最新转股价格,float,元,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CONV_START_DATE,转股起始日,[],转股起始日期,date,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_MATURITY_DATE,到期日,[],债券到期日期,date,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_RATING,信用评级,[],最新信用评级,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_CALL_CLAUSE,强赎条款,[],赎回条款,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_CB_PUT_CLAUSE,回售条款,[],回售条款,string,—,A,weekly,DS_TUSHARE_CB_BASIC,CONCEPT_CONVERTIBLE_BOND
FIELD_FUND_TS_CODE,基金代码,[],基金TS代码,string,—,A,daily_17:00,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_NAME,基金名称,[],基金简称,string,—,A,daily_17:00,DS_TUSHARE_FUND_BASIC,CONCEPT_FUND_ETF
FIELD_FUND_DATE,交易日期,[],交易日,date,—,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_OPEN,开盘价,[],当日开盘价,float,元,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_HIGH,最高价,[],当日最高价,float,元,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_LOW,最低价,[],当日最低价,float,元,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_CLOSE,收盘价,[],当日收盘价,float,元,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_PCT_CHG,涨跌幅,[],当日涨跌幅,float,%,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_VOL,成交量,[],成交量（手）,float,手,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_AMOUNT,成交额,[],成交额（千元）,float,千元,A,daily_17:00,DS_TUSHARE_FUND_DAILY,CONCEPT_FUND_ETF
FIELD_FUND_UNIT_NAV,单位净值,[],单位净值,float,元,A,daily_17:00,DS_TUSHARE_FUND_NAV,CONCEPT_FUND_ETF
FIELD_FUND_ACCUM_NAV,累计净值,[],累计净值,float,元,A,daily_17:00,DS_TUSHARE_FUND_NAV,CONCEPT_FUND_ETF
